State,CensusPop,Area,TotalVotes,RepVotes,RepCandidate,DemVotes,ThirdVotes,OtherVotes,DemCandidate,ThirdCandidate
Alabama,54571,AUTAUGA,23973,17379,"Romney, W. Mitt",6363,137,94,"Obama, Barack H.","Johnson, Gary E."
Alabama,182265,BALDWIN,85491,66016,"Romney, W. Mitt",18424,607,444,"Obama, Barack H.","Johnson, Gary E."
Alabama,27457,BARBOUR,11517,5550,"Romney, W. Mitt",5912,32,23,"Obama, Barack H.","Johnson, Gary E."
Alabama,22915,BIBB,8420,6132,"Romney, W. Mitt",2202,38,48,"Obama, Barack H.","Johnson, Gary E."
Alabama,57322,BLOUNT,24060,20757,"Romney, W. Mitt",2970,170,163,"Obama, Barack H.","Johnson, Gary E."
Alabama,10914,BULLOCK,5322,1251,"Romney, W. Mitt",4061,3,7,"Obama, Barack H.","Johnson, Gary E."
Alabama,20947,BUTLER,9502,5087,"Romney, W. Mitt",4374,20,21,"Obama, Barack H.","Johnson, Gary E."
Alabama,118572,CALHOUN,46364,30278,"Romney, W. Mitt",15511,291,284,"Obama, Barack H.","Johnson, Gary E."
Alabama,34215,CHAMBERS,14629,7626,"Romney, W. Mitt",6871,78,54,"Obama, Barack H.","Johnson, Gary E."
Alabama,25989,CHEROKEE,9792,7506,"Romney, W. Mitt",2132,79,75,"Obama, Barack H.","Johnson, Gary E."
Alabama,43643,CHILTON,17485,13932,"Romney, W. Mitt",3397,66,90,"Obama, Barack H.","Johnson, Gary E."
Alabama,13859,CHOCTAW,7976,4152,"Romney, W. Mitt",3786,19,19,"Obama, Barack H.","Johnson, Gary E."
Alabama,25833,CLARKE,13860,7470,"Romney, W. Mitt",6334,22,34,"Obama, Barack H.","Johnson, Gary E."
Alabama,13932,CLAY,6679,4817,"Romney, W. Mitt",1777,42,43,"Obama, Barack H.","Johnson, Gary E."
Alabama,14972,CLEBURNE,6319,5272,"Romney, W. Mitt",971,37,39,"Obama, Barack H.","Johnson, Gary E."
Alabama,49948,COFFEE,19821,14666,"Romney, W. Mitt",4925,111,119,"Obama, Barack H.","Johnson, Gary E."
Alabama,54428,COLBERT,23444,13936,"Romney, W. Mitt",9166,201,141,"Obama, Barack H.","Johnson, Gary E."
Alabama,13228,CONECUH,7025,3439,"Romney, W. Mitt",3555,15,16,"Obama, Barack H.","Johnson, Gary E."
Alabama,11539,COOSA,5282,3049,"Romney, W. Mitt",2191,19,23,"Obama, Barack H.","Johnson, Gary E."
Alabama,37765,COVINGTON,15439,12153,"Romney, W. Mitt",3158,66,62,"Obama, Barack H.","Johnson, Gary E."
Alabama,13906,CRENSHAW,6424,4331,"Romney, W. Mitt",2050,21,22,"Obama, Barack H.","Johnson, Gary E."
Alabama,80406,CULLMAN,34555,28999,"Romney, W. Mitt",5052,223,281,"Obama, Barack H.","Johnson, Gary E."
Alabama,50251,DALE,18601,13108,"Romney, W. Mitt",5286,101,106,"Obama, Barack H.","Johnson, Gary E."
Alabama,43820,DALLAS,20964,6288,"Romney, W. Mitt",14612,34,30,"Obama, Barack H.","Johnson, Gary E."
Alabama,71109,DEKALB,23950,18331,"Romney, W. Mitt",5239,161,219,"Obama, Barack H.","Johnson, Gary E."
Alabama,79303,ELMORE,35546,26253,"Romney, W. Mitt",8954,191,148,"Obama, Barack H.","Johnson, Gary E."
Alabama,38319,ESCAMBIA,14894,9287,"Romney, W. Mitt",5489,55,63,"Obama, Barack H.","Johnson, Gary E."
Alabama,104430,ETOWAH,42624,29130,"Romney, W. Mitt",12803,395,296,"Obama, Barack H.","Johnson, Gary E."
Alabama,17241,FAYETTE,7958,6054,"Romney, W. Mitt",1817,43,44,"Obama, Barack H.","Johnson, Gary E."
Alabama,31704,FRANKLIN,10881,7567,"Romney, W. Mitt",3171,69,74,"Obama, Barack H.","Johnson, Gary E."
Alabama,26790,GENEVA,11331,9175,"Romney, W. Mitt",2039,63,54,"Obama, Barack H.","Johnson, Gary E."
Alabama,9045,GREENE,5343,804,"Romney, W. Mitt",4521,8,10,"Obama, Barack H.","Johnson, Gary E."
Alabama,15760,HALE,8647,3210,"Romney, W. Mitt",5411,13,13,"Obama, Barack H.","Johnson, Gary E."
Alabama,17302,HENRY,8766,5628,"Romney, W. Mitt",3083,33,22,"Obama, Barack H.","Johnson, Gary E."
Alabama,101547,HOUSTON,41984,29270,"Romney, W. Mitt",12367,210,137,"Obama, Barack H.","Johnson, Gary E."
Alabama,53227,JACKSON,20632,14439,"Romney, W. Mitt",5822,189,182,"Obama, Barack H.","Johnson, Gary E."
Alabama,658466,JEFFERSON,304523,141683,"Romney, W. Mitt",159876,1637,1327,"Obama, Barack H.","Johnson, Gary E."
Alabama,14564,LAMAR,7176,5457,"Romney, W. Mitt",1646,34,39,"Obama, Barack H.","Johnson, Gary E."
Alabama,92709,LAUDERDALE,37032,23911,"Romney, W. Mitt",12511,293,317,"Obama, Barack H.","Johnson, Gary E."
Alabama,34339,LAWRENCE,14148,8874,"Romney, W. Mitt",5069,107,98,"Obama, Barack H.","Johnson, Gary E."
Alabama,140247,LEE,54496,32194,"Romney, W. Mitt",21381,604,317,"Obama, Barack H.","Johnson, Gary E."
Alabama,82782,LIMESTONE,35540,25295,"Romney, W. Mitt",9829,218,198,"Obama, Barack H.","Johnson, Gary E."
Alabama,11299,LOWNDES,7523,1756,"Romney, W. Mitt",5747,15,5,"Obama, Barack H.","Johnson, Gary E."
Alabama,21452,MACON,10396,1331,"Romney, W. Mitt",9045,14,6,"Obama, Barack H.","Johnson, Gary E."
Alabama,334811,MADISON,155428,90884,"Romney, W. Mitt",62015,1531,998,"Obama, Barack H.","Johnson, Gary E."
Alabama,21027,MARENGO,11543,5336,"Romney, W. Mitt",6167,15,25,"Obama, Barack H.","Johnson, Gary E."
Alabama,30776,MARION,12129,9697,"Romney, W. Mitt",2249,97,86,"Obama, Barack H.","Johnson, Gary E."
Alabama,93019,MARSHALL,32644,25867,"Romney, W. Mitt",6299,228,250,"Obama, Barack H.","Johnson, Gary E."
Alabama,412992,MOBILE,175140,94893,"Romney, W. Mitt",78760,822,665,"Obama, Barack H.","Johnson, Gary E."
Alabama,23068,MONROE,10717,5741,"Romney, W. Mitt",4914,28,34,"Obama, Barack H.","Johnson, Gary E."
Alabama,229363,MONTGOMERY,102067,38332,"Romney, W. Mitt",63085,339,311,"Obama, Barack H.","Johnson, Gary E."
Alabama,119490,MORGAN,49459,35391,"Romney, W. Mitt",13439,321,308,"Obama, Barack H.","Johnson, Gary E."
Alabama,10591,PERRY,6101,1506,"Romney, W. Mitt",4568,15,12,"Obama, Barack H.","Johnson, Gary E."
Alabama,19746,PICKENS,9621,5124,"Romney, W. Mitt",4455,16,26,"Obama, Barack H.","Johnson, Gary E."
Alabama,32899,PIKE,14123,7963,"Romney, W. Mitt",6035,76,49,"Obama, Barack H.","Johnson, Gary E."
Alabama,22913,RANDOLPH,10421,7224,"Romney, W. Mitt",3078,55,64,"Obama, Barack H.","Johnson, Gary E."
Alabama,52947,RUSSELL,18910,8278,"Romney, W. Mitt",10500,62,70,"Obama, Barack H.","Johnson, Gary E."
Alabama,195085,SHELBY,92742,71436,"Romney, W. Mitt",20051,725,530,"Obama, Barack H.","Johnson, Gary E."
Alabama,83593,ST. CLAIR,35235,29031,"Romney, W. Mitt",5801,201,202,"Obama, Barack H.","Johnson, Gary E."
Alabama,13763,SUMTER,7030,1586,"Romney, W. Mitt",5421,18,5,"Obama, Barack H.","Johnson, Gary E."
Alabama,82291,TALLADEGA,33416,19246,"Romney, W. Mitt",13905,127,138,"Obama, Barack H.","Johnson, Gary E."
Alabama,41616,TALLAPOOSA,18851,12396,"Romney, W. Mitt",6319,69,67,"Obama, Barack H.","Johnson, Gary E."
Alabama,194656,TUSCALOOSA,78772,45748,"Romney, W. Mitt",32048,553,423,"Obama, Barack H.","Johnson, Gary E."
Alabama,67023,WALKER,28585,21651,"Romney, W. Mitt",6557,165,212,"Obama, Barack H.","Johnson, Gary E."
Alabama,17581,WASHINGTON,8787,5761,"Romney, W. Mitt",2976,22,28,"Obama, Barack H.","Johnson, Gary E."
Alabama,11670,WILCOX,6555,1679,"Romney, W. Mitt",4868,2,6,"Obama, Barack H.","Johnson, Gary E."
Alabama,24484,WINSTON,9728,8312,"Romney, W. Mitt",1286,57,73,"Obama, Barack H.","Johnson, Gary E."
Alaska,17726,Election District 1,7722,5899,"Romney, W. Mitt",1518,196,109,"Obama, Barack H.","Johnson, Gary E."
Alaska,17827,Election District 10,6570,4928,"Romney, W. Mitt",1344,156,142,"Obama, Barack H.","Johnson, Gary E."
Alaska,17716,Election District 11,8631,6057,"Romney, W. Mitt",2222,196,156,"Obama, Barack H.","Johnson, Gary E."
Alaska,17671,Election District 12,6482,4300,"Romney, W. Mitt",1901,176,105,"Obama, Barack H.","Johnson, Gary E."
Alaska,17678,Election District 13,5707,3078,"Romney, W. Mitt",2425,138,66,"Obama, Barack H.","Johnson, Gary E."
Alaska,17818,Election District 14,7068,3453,"Romney, W. Mitt",3340,154,121,"Obama, Barack H.","Johnson, Gary E."
Alaska,17672,Election District 15,6451,2875,"Romney, W. Mitt",3283,190,103,"Obama, Barack H.","Johnson, Gary E."
Alaska,17806,Election District 16,7181,2876,"Romney, W. Mitt",4013,155,137,"Obama, Barack H.","Johnson, Gary E."
Alaska,17797,Election District 17,4589,1542,"Romney, W. Mitt",2853,108,86,"Obama, Barack H.","Johnson, Gary E."
Alaska,17925,Election District 18,6930,2369,"Romney, W. Mitt",4247,163,151,"Obama, Barack H.","Johnson, Gary E."
Alaska,17692,Election District 19,8286,3855,"Romney, W. Mitt",4126,179,126,"Obama, Barack H.","Johnson, Gary E."
Alaska,17738,Election District 2,9058,5509,"Romney, W. Mitt",3096,244,209,"Obama, Barack H.","Johnson, Gary E."
Alaska,17718,Election District 20,7964,4544,"Romney, W. Mitt",3081,184,155,"Obama, Barack H.","Johnson, Gary E."
Alaska,17642,Election District 21,8866,5262,"Romney, W. Mitt",3316,156,132,"Obama, Barack H.","Johnson, Gary E."
Alaska,17755,Election District 22,6555,3445,"Romney, W. Mitt",2859,143,108,"Obama, Barack H.","Johnson, Gary E."
Alaska,17809,Election District 23,8370,4926,"Romney, W. Mitt",3167,163,114,"Obama, Barack H.","Johnson, Gary E."
Alaska,17702,Election District 24,7289,3912,"Romney, W. Mitt",3128,151,98,"Obama, Barack H.","Johnson, Gary E."
Alaska,17924,Election District 25,8661,4569,"Romney, W. Mitt",3739,202,151,"Obama, Barack H.","Johnson, Gary E."
Alaska,17693,Election District 26,10491,6968,"Romney, W. Mitt",3169,214,140,"Obama, Barack H.","Johnson, Gary E."
Alaska,17678,Election District 27,10823,6015,"Romney, W. Mitt",4463,197,148,"Obama, Barack H.","Johnson, Gary E."
Alaska,17778,Election District 28,8449,5882,"Romney, W. Mitt",2188,192,187,"Obama, Barack H.","Johnson, Gary E."
Alaska,18026,Election District 29,8011,5774,"Romney, W. Mitt",1933,181,123,"Obama, Barack H.","Johnson, Gary E."
Alaska,17673,Election District 3,6069,3769,"Romney, W. Mitt",2034,155,111,"Obama, Barack H.","Johnson, Gary E."
Alaska,18021,Election District 30,9505,5492,"Romney, W. Mitt",3578,218,217,"Obama, Barack H.","Johnson, Gary E."
Alaska,17971,Election District 31,9335,4219,"Romney, W. Mitt",4679,242,195,"Obama, Barack H.","Johnson, Gary E."
Alaska,18077,Election District 32,9528,3095,"Romney, W. Mitt",5930,271,232,"Obama, Barack H.","Johnson, Gary E."
Alaska,17635,Election District 33,7471,4289,"Romney, W. Mitt",2716,269,197,"Obama, Barack H.","Johnson, Gary E."
Alaska,17668,Election District 34,8637,3523,"Romney, W. Mitt",4662,239,213,"Obama, Barack H.","Johnson, Gary E."
Alaska,17825,Election District 35,6932,3804,"Romney, W. Mitt",2830,165,133,"Obama, Barack H.","Johnson, Gary E."
Alaska,17874,Election District 36,4972,1386,"Romney, W. Mitt",3341,137,108,"Obama, Barack H.","Johnson, Gary E."
Alaska,17448,Election District 37,4335,1517,"Romney, W. Mitt",2631,116,71,"Obama, Barack H.","Johnson, Gary E."
Alaska,17546,Election District 38,6814,2259,"Romney, W. Mitt",4101,190,264,"Obama, Barack H.","Johnson, Gary E."
Alaska,17677,Election District 39,6560,2566,"Romney, W. Mitt",3645,199,150,"Obama, Barack H.","Johnson, Gary E."
Alaska,17786,Election District 4,6787,3586,"Romney, W. Mitt",2864,205,132,"Obama, Barack H.","Johnson, Gary E."
Alaska,17323,Election District 40,4235,1347,"Romney, W. Mitt",2717,83,88,"Obama, Barack H.","Johnson, Gary E."
Alaska,17837,Election District 5,8143,4027,"Romney, W. Mitt",3644,252,220,"Obama, Barack H.","Johnson, Gary E."
Alaska,17807,Election District 6,7793,5254,"Romney, W. Mitt",2145,224,170,"Obama, Barack H.","Johnson, Gary E."
Alaska,17703,Election District 7,7575,5247,"Romney, W. Mitt",1962,210,156,"Obama, Barack H.","Johnson, Gary E."
Alaska,17830,Election District 8,8242,5826,"Romney, W. Mitt",2083,202,131,"Obama, Barack H.","Johnson, Gary E."
Alaska,17739,Election District 9,7408,5432,"Romney, W. Mitt",1667,177,132,"Obama, Barack H.","Johnson, Gary E."
Arizona,71518,APACHE,25848,8250,"Romney, W. Mitt",17147,354,97,"Obama, Barack H.","Johnson, Gary E."
Arizona,131346,COCHISE,49003,29497,"Romney, W. Mitt",18546,728,232,"Obama, Barack H.","Johnson, Gary E."
Arizona,134421,COCONINO,51731,21220,"Romney, W. Mitt",29257,941,313,"Obama, Barack H.","Johnson, Gary E."
Arizona,53597,GILA,21528,13455,"Romney, W. Mitt",7697,310,66,"Obama, Barack H.","Johnson, Gary E."
Arizona,37220,GRAHAM,11855,8076,"Romney, W. Mitt",3609,142,28,"Obama, Barack H.","Johnson, Gary E."
Arizona,8437,GREENLEE,2974,1592,"Romney, W. Mitt",1310,61,11,"Obama, Barack H.","Johnson, Gary E."
Arizona,20489,LA PAZ,5717,3714,"Romney, W. Mitt",1880,99,24,"Obama, Barack H.","Johnson, Gary E."
Arizona,3817117,MARICOPA,1376558,749885,"Romney, W. Mitt",602288,20071,4314,"Obama, Barack H.","Johnson, Gary E."
Arizona,200186,MOHAVE,70010,49168,"Romney, W. Mitt",19533,1070,239,"Obama, Barack H.","Johnson, Gary E."
Arizona,107449,NAVAJO,37335,19884,"Romney, W. Mitt",16945,399,107,"Obama, Barack H.","Johnson, Gary E."
Arizona,980263,PIMA,382250,174779,"Romney, W. Mitt",201251,4366,1854,"Obama, Barack H.","Johnson, Gary E."
Arizona,375770,PINAL,108315,62079,"Romney, W. Mitt",44306,1568,362,"Obama, Barack H.","Johnson, Gary E."
Arizona,47420,SANTA CRUZ,13894,4235,"Romney, W. Mitt",9486,108,65,"Obama, Barack H.","Johnson, Gary E."
Arizona,211033,YAVAPAI,100283,64468,"Romney, W. Mitt",33918,1450,447,"Obama, Barack H.","Johnson, Gary E."
Arizona,195751,YUMA,41953,23352,"Romney, W. Mitt",18059,433,109,"Obama, Barack H.","Johnson, Gary E."
Arkansas,19019,ARKANSAS,6494,3897,"Romney, W. Mitt",2455,92,50,"Obama, Barack H.","Johnson, Gary E."
Arkansas,21853,ASHLEY,7921,4867,"Romney, W. Mitt",2859,105,90,"Obama, Barack H.","Johnson, Gary E."
Arkansas,41513,BAXTER,19339,13688,"Romney, W. Mitt",5172,293,186,"Obama, Barack H.","Johnson, Gary E."
Arkansas,221339,BENTON,79257,54646,"Romney, W. Mitt",22636,1402,573,"Obama, Barack H.","Johnson, Gary E."
Arkansas,36903,BOONE,15391,11159,"Romney, W. Mitt",3772,263,197,"Obama, Barack H.","Johnson, Gary E."
Arkansas,11508,BRADLEY,3652,2134,"Romney, W. Mitt",1449,32,37,"Obama, Barack H.","Johnson, Gary E."
Arkansas,5368,CALHOUN,2174,1458,"Romney, W. Mitt",660,33,23,"Obama, Barack H.","Johnson, Gary E."
Arkansas,27446,CARROLL,10183,6125,"Romney, W. Mitt",3696,222,140,"Obama, Barack H.","Johnson, Gary E."
Arkansas,11800,CHICOT,4361,1670,"Romney, W. Mitt",2649,25,17,"Obama, Barack H.","Johnson, Gary E."
Arkansas,22995,CLARK,8409,4343,"Romney, W. Mitt",3811,141,114,"Obama, Barack H.","Johnson, Gary E."
Arkansas,16083,CLAY,5110,3225,"Romney, W. Mitt",1738,99,48,"Obama, Barack H.","Johnson, Gary E."
Arkansas,25970,CLEBURNE,11647,8693,"Romney, W. Mitt",2620,196,138,"Obama, Barack H.","Johnson, Gary E."
Arkansas,8689,CLEVELAND,3266,2313,"Romney, W. Mitt",845,52,56,"Obama, Barack H.","Johnson, Gary E."
Arkansas,24552,COLUMBIA,9455,5790,"Romney, W. Mitt",3557,64,44,"Obama, Barack H.","Johnson, Gary E."
Arkansas,21273,CONWAY,7730,4514,"Romney, W. Mitt",3005,105,106,"Obama, Barack H.","Johnson, Gary E."
Arkansas,96443,CRAIGHEAD,31700,20350,"Romney, W. Mitt",10527,497,326,"Obama, Barack H.","Johnson, Gary E."
Arkansas,61948,CRAWFORD,20591,15145,"Romney, W. Mitt",4881,347,218,"Obama, Barack H.","Johnson, Gary E."
Arkansas,50902,CRITTENDEN,16716,6998,"Romney, W. Mitt",9487,146,85,"Obama, Barack H.","Johnson, Gary E."
Arkansas,17870,CROSS,6681,4269,"Romney, W. Mitt",2279,82,51,"Obama, Barack H.","Johnson, Gary E."
Arkansas,8116,DALLAS,3084,1665,"Romney, W. Mitt",1337,44,38,"Obama, Barack H.","Johnson, Gary E."
Arkansas,13008,DESHA,4420,1896,"Romney, W. Mitt",2443,39,42,"Obama, Barack H.","Johnson, Gary E."
Arkansas,18509,DREW,6633,3887,"Romney, W. Mitt",2630,65,51,"Obama, Barack H.","Johnson, Gary E."
Arkansas,113237,FAULKNER,41460,26722,"Romney, W. Mitt",13621,698,419,"Obama, Barack H.","Johnson, Gary E."
Arkansas,18125,FRANKLIN,6540,4631,"Romney, W. Mitt",1726,93,90,"Obama, Barack H.","Johnson, Gary E."
Arkansas,12245,FULTON,4522,2949,"Romney, W. Mitt",1452,66,55,"Obama, Barack H.","Johnson, Gary E."
Arkansas,96024,GARLAND,40728,26014,"Romney, W. Mitt",13804,513,397,"Obama, Barack H.","Johnson, Gary E."
Arkansas,17853,GRANT,6479,4829,"Romney, W. Mitt",1468,108,74,"Obama, Barack H.","Johnson, Gary E."
Arkansas,42090,GREENE,13761,9071,"Romney, W. Mitt",4000,431,259,"Obama, Barack H.","Johnson, Gary E."
Arkansas,22609,HEMPSTEAD,6921,4284,"Romney, W. Mitt",2468,76,93,"Obama, Barack H.","Johnson, Gary E."
Arkansas,32923,HOT SPRING,11260,7097,"Romney, W. Mitt",3830,155,178,"Obama, Barack H.","Johnson, Gary E."
Arkansas,13789,HOWARD,4462,2892,"Romney, W. Mitt",1471,48,51,"Obama, Barack H.","Johnson, Gary E."
Arkansas,36647,INDEPENDENCE,12397,8728,"Romney, W. Mitt",3281,210,178,"Obama, Barack H.","Johnson, Gary E."
Arkansas,13696,IZARD,5278,3575,"Romney, W. Mitt",1524,99,80,"Obama, Barack H.","Johnson, Gary E."
Arkansas,17997,JACKSON,5347,3072,"Romney, W. Mitt",2095,96,84,"Obama, Barack H.","Johnson, Gary E."
Arkansas,77435,JEFFERSON,27383,9520,"Romney, W. Mitt",17470,194,199,"Obama, Barack H.","Johnson, Gary E."
Arkansas,25540,JOHNSON,8098,5064,"Romney, W. Mitt",2799,128,107,"Obama, Barack H.","Johnson, Gary E."
Arkansas,7645,LAFAYETTE,2929,1713,"Romney, W. Mitt",1173,19,24,"Obama, Barack H.","Johnson, Gary E."
Arkansas,17415,LAWRENCE,5540,3536,"Romney, W. Mitt",1788,121,95,"Obama, Barack H.","Johnson, Gary E."
Arkansas,10424,LEE,3424,1280,"Romney, W. Mitt",2107,27,10,"Obama, Barack H.","Johnson, Gary E."
Arkansas,14134,LINCOLN,3726,2199,"Romney, W. Mitt",1425,53,49,"Obama, Barack H.","Johnson, Gary E."
Arkansas,13171,LITTLE RIVER,5051,3385,"Romney, W. Mitt",1552,54,60,"Obama, Barack H.","Johnson, Gary E."
Arkansas,22353,LOGAN,7331,5079,"Romney, W. Mitt",2009,140,103,"Obama, Barack H.","Johnson, Gary E."
Arkansas,68356,LONOKE,24114,17880,"Romney, W. Mitt",5625,372,237,"Obama, Barack H.","Johnson, Gary E."
Arkansas,15717,MADISON,6568,4263,"Romney, W. Mitt",2099,120,86,"Obama, Barack H.","Johnson, Gary E."
Arkansas,16653,MARION,7051,4774,"Romney, W. Mitt",2037,149,91,"Obama, Barack H.","Johnson, Gary E."
Arkansas,43462,MILLER,15329,10622,"Romney, W. Mitt",4518,96,93,"Obama, Barack H.","Johnson, Gary E."
Arkansas,46480,MISSISSIPPI,13375,6603,"Romney, W. Mitt",6467,141,164,"Obama, Barack H.","Johnson, Gary E."
Arkansas,8149,MONROE,3230,1585,"Romney, W. Mitt",1583,26,36,"Obama, Barack H.","Johnson, Gary E."
Arkansas,9487,MONTGOMERY,3404,2369,"Romney, W. Mitt",920,51,64,"Obama, Barack H.","Johnson, Gary E."
Arkansas,8997,NEVADA,3384,1996,"Romney, W. Mitt",1314,45,29,"Obama, Barack H.","Johnson, Gary E."
Arkansas,8330,NEWTON,3661,2508,"Romney, W. Mitt",993,85,75,"Obama, Barack H.","Johnson, Gary E."
Arkansas,26120,OUACHITA,10315,5521,"Romney, W. Mitt",4633,58,103,"Obama, Barack H.","Johnson, Gary E."
Arkansas,10445,PERRY,3938,2581,"Romney, W. Mitt",1187,98,72,"Obama, Barack H.","Johnson, Gary E."
Arkansas,21757,PHILLIPS,7930,2598,"Romney, W. Mitt",5202,62,68,"Obama, Barack H.","Johnson, Gary E."
Arkansas,11291,PIKE,3788,2847,"Romney, W. Mitt",851,50,40,"Obama, Barack H.","Johnson, Gary E."
Arkansas,24583,POINSETT,7560,4974,"Romney, W. Mitt",2390,113,83,"Obama, Barack H.","Johnson, Gary E."
Arkansas,20662,POLK,7726,5955,"Romney, W. Mitt",1556,127,88,"Obama, Barack H.","Johnson, Gary E."
Arkansas,61754,POPE,20439,14763,"Romney, W. Mitt",5126,321,229,"Obama, Barack H.","Johnson, Gary E."
Arkansas,8715,PRAIRIE,3141,2153,"Romney, W. Mitt",880,42,66,"Obama, Barack H.","Johnson, Gary E."
Arkansas,382748,PULASKI,159381,68984,"Romney, W. Mitt",87248,1952,1197,"Obama, Barack H.","Johnson, Gary E."
Arkansas,17969,RANDOLPH,5956,3701,"Romney, W. Mitt",2046,121,88,"Obama, Barack H.","Johnson, Gary E."
Arkansas,107118,SALINE,47062,32963,"Romney, W. Mitt",12869,775,455,"Obama, Barack H.","Johnson, Gary E."
Arkansas,11233,SCOTT,3640,2631,"Romney, W. Mitt",897,65,47,"Obama, Barack H.","Johnson, Gary E."
Arkansas,8195,SEARCY,3694,2699,"Romney, W. Mitt",814,95,86,"Obama, Barack H.","Johnson, Gary E."
Arkansas,125744,SEBASTIAN,43362,29169,"Romney, W. Mitt",13092,690,411,"Obama, Barack H.","Johnson, Gary E."
Arkansas,17058,SEVIER,4330,3136,"Romney, W. Mitt",1042,74,78,"Obama, Barack H.","Johnson, Gary E."
Arkansas,17264,SHARP,7283,4921,"Romney, W. Mitt",2092,156,114,"Obama, Barack H.","Johnson, Gary E."
Arkansas,28258,ST. FRANCIS,8362,3368,"Romney, W. Mitt",4910,41,43,"Obama, Barack H.","Johnson, Gary E."
Arkansas,12394,STONE,5354,3776,"Romney, W. Mitt",1356,141,81,"Obama, Barack H.","Johnson, Gary E."
Arkansas,41639,UNION,17177,10699,"Romney, W. Mitt",6196,158,124,"Obama, Barack H.","Johnson, Gary E."
Arkansas,17295,VAN BUREN,6430,4365,"Romney, W. Mitt",1832,142,91,"Obama, Barack H.","Johnson, Gary E."
Arkansas,203065,WASHINGTON,70460,39688,"Romney, W. Mitt",28236,1651,885,"Obama, Barack H.","Johnson, Gary E."
Arkansas,77076,WHITE,26514,20011,"Romney, W. Mitt",5765,428,310,"Obama, Barack H.","Johnson, Gary E."
Arkansas,7260,WOODRUFF,2685,1227,"Romney, W. Mitt",1340,63,55,"Obama, Barack H.","Johnson, Gary E."
Arkansas,22185,YELL,5974,4042,"Romney, W. Mitt",1722,95,115,"Obama, Barack H.","Johnson, Gary E."
California,1510271,ALAMEDA,595642,108182,"Romney, W. Mitt",469684,5471,12305,"Obama, Barack H.","Johnson, Gary E."
California,1175,ALPINE,653,236,"Romney, W. Mitt",389,8,20,"Obama, Barack H.","Johnson, Gary E."
California,38091,AMADOR,17649,10281,"Romney, W. Mitt",6830,242,296,"Obama, Barack H.","Johnson, Gary E."
California,220000,BUTTE,90752,44479,"Romney, W. Mitt",42669,1334,2270,"Obama, Barack H.","Johnson, Gary E."
California,45578,CALAVERAS,21786,12365,"Romney, W. Mitt",8670,327,424,"Obama, Barack H.","Johnson, Gary E."
California,21419,COLUSA,6034,3601,"Romney, W. Mitt",2314,47,72,"Obama, Barack H.","Johnson, Gary E."
California,1049025,CONTRA COSTA,438226,136517,"Romney, W. Mitt",290824,4372,6513,"Obama, Barack H.","Johnson, Gary E."
California,28610,DEL NORTE,8770,4614,"Romney, W. Mitt",3791,109,256,"Obama, Barack H.","Johnson, Gary E."
California,181058,EL DORADO,88774,50973,"Romney, W. Mitt",35166,1278,1357,"Obama, Barack H.","Johnson, Gary E."
California,930450,FRESNO,258827,124490,"Romney, W. Mitt",129129,2262,2946,"Obama, Barack H.","Johnson, Gary E."
California,28122,GLENN,9211,5632,"Romney, W. Mitt",3301,106,172,"Obama, Barack H.","Johnson, Gary E."
California,134623,HUMBOLDT,57470,18825,"Romney, W. Mitt",34457,910,3278,"Obama, Barack H.","Johnson, Gary E."
California,174528,IMPERIAL,38565,12777,"Romney, W. Mitt",25136,227,425,"Obama, Barack H.","Johnson, Gary E."
California,18546,INYO,8036,4340,"Romney, W. Mitt",3422,94,180,"Obama, Barack H.","Johnson, Gary E."
California,839631,KERN,221472,126618,"Romney, W. Mitt",89495,2195,3164,"Obama, Barack H.","Johnson, Gary E."
California,152982,KINGS,31418,17671,"Romney, W. Mitt",12979,251,517,"Obama, Barack H.","Johnson, Gary E."
California,64665,LAKE,23391,9200,"Romney, W. Mitt",13163,323,705,"Obama, Barack H.","Johnson, Gary E."
California,34895,LASSEN,10683,7296,"Romney, W. Mitt",3053,138,196,"Obama, Barack H.","Johnson, Gary E."
California,9818605,LOS ANGELES,3181067,885333,"Romney, W. Mitt",2216903,31917,46914,"Obama, Barack H.","Johnson, Gary E."
California,150865,MADERA,39866,22852,"Romney, W. Mitt",16018,342,654,"Obama, Barack H.","Johnson, Gary E."
California,252409,MARIN,134516,30880,"Romney, W. Mitt",99896,1333,2407,"Obama, Barack H.","Johnson, Gary E."
California,18251,MARIPOSA,9000,5140,"Romney, W. Mitt",3498,124,238,"Obama, Barack H.","Johnson, Gary E."
California,87841,MENDOCINO,35017,9658,"Romney, W. Mitt",23193,482,1684,"Obama, Barack H.","Johnson, Gary E."
California,255793,MERCED,62057,27581,"Romney, W. Mitt",33005,516,955,"Obama, Barack H.","Johnson, Gary E."
California,9686,MODOC,3986,2777,"Romney, W. Mitt",1111,42,56,"Obama, Barack H.","Johnson, Gary E."
California,14202,MONO,5181,2285,"Romney, W. Mitt",2733,85,78,"Obama, Barack H.","Johnson, Gary E."
California,415057,MONTEREY,123518,37390,"Romney, W. Mitt",82920,1341,1867,"Obama, Barack H.","Johnson, Gary E."
California,136484,NAPA,56968,19526,"Romney, W. Mitt",35870,601,971,"Obama, Barack H.","Johnson, Gary E."
California,98764,NEVADA,51676,24986,"Romney, W. Mitt",24663,830,1197,"Obama, Barack H.","Johnson, Gary E."
