State,CensusPop,Area,TotalVotes,RepVotes,RepCandidate,DemVotes,ThirdVotes,OtherVotes,DemCandidate,ThirdCandidate
Iowa,12439,CHICKASAW,6484,2836,"Romney, W. Mitt",3554,35,59,"Obama, Barack H.","Johnson, Gary E."
Iowa,9286,CLARKE,4430,2124,"Romney, W. Mitt",2189,38,79,"Obama, Barack H.","Johnson, Gary E."
Iowa,16667,CLAY,8502,4951,"Romney, W. Mitt",3385,58,108,"Obama, Barack H.","Johnson, Gary E."
Iowa,18129,CLAYTON,9138,4164,"Romney, W. Mitt",4806,57,111,"Obama, Barack H.","Johnson, Gary E."
Iowa,49116,CLINTON,25000,9432,"Romney, W. Mitt",15141,187,240,"Obama, Barack H.","Johnson, Gary E."
Iowa,17096,CRAWFORD,6752,3595,"Romney, W. Mitt",3066,32,59,"Obama, Barack H.","Johnson, Gary E."
Iowa,66135,DALLAS,38116,20988,"Romney, W. Mitt",16576,273,279,"Obama, Barack H.","Johnson, Gary E."
Iowa,8753,DAVIS,3773,2138,"Romney, W. Mitt",1520,38,77,"Obama, Barack H.","Johnson, Gary E."
Iowa,8457,DECATUR,3833,1947,"Romney, W. Mitt",1791,33,62,"Obama, Barack H.","Johnson, Gary E."
Iowa,17764,DELAWARE,9378,4636,"Romney, W. Mitt",4616,46,80,"Obama, Barack H.","Johnson, Gary E."
Iowa,40325,DES MOINES,20385,8136,"Romney, W. Mitt",11888,137,224,"Obama, Barack H.","Johnson, Gary E."
Iowa,16667,DICKINSON,10159,5912,"Romney, W. Mitt",4095,68,84,"Obama, Barack H.","Johnson, Gary E."
Iowa,93653,DUBUQUE,50894,21280,"Romney, W. Mitt",28768,438,408,"Obama, Barack H.","Johnson, Gary E."
Iowa,10302,EMMET,4687,2507,"Romney, W. Mitt",2099,27,54,"Obama, Barack H.","Johnson, Gary E."
Iowa,20880,FAYETTE,10366,4492,"Romney, W. Mitt",5732,56,86,"Obama, Barack H.","Johnson, Gary E."
Iowa,16303,FLOYD,8257,3472,"Romney, W. Mitt",4680,43,62,"Obama, Barack H.","Johnson, Gary E."
Iowa,10680,FRANKLIN,5186,2823,"Romney, W. Mitt",2266,33,64,"Obama, Barack H.","Johnson, Gary E."
Iowa,7441,FREMONT,3668,1972,"Romney, W. Mitt",1637,24,35,"Obama, Barack H.","Johnson, Gary E."
Iowa,9336,GREENE,4846,2380,"Romney, W. Mitt",2375,30,61,"Obama, Barack H.","Johnson, Gary E."
Iowa,12453,GRUNDY,6962,4215,"Romney, W. Mitt",2635,33,79,"Obama, Barack H.","Johnson, Gary E."
Iowa,10954,GUTHRIE,5888,3171,"Romney, W. Mitt",2569,74,74,"Obama, Barack H.","Johnson, Gary E."
Iowa,15673,HAMILTON,7927,3991,"Romney, W. Mitt",3782,54,100,"Obama, Barack H.","Johnson, Gary E."
Iowa,11341,HANCOCK,5925,3317,"Romney, W. Mitt",2521,39,48,"Obama, Barack H.","Johnson, Gary E."
Iowa,17534,HARDIN,8898,4670,"Romney, W. Mitt",4075,53,100,"Obama, Barack H.","Johnson, Gary E."
Iowa,14928,HARRISON,7322,4065,"Romney, W. Mitt",3136,52,69,"Obama, Barack H.","Johnson, Gary E."
Iowa,20145,HENRY,9697,5035,"Romney, W. Mitt",4460,66,136,"Obama, Barack H.","Johnson, Gary E."
Iowa,9566,HOWARD,4645,1795,"Romney, W. Mitt",2768,41,41,"Obama, Barack H.","Johnson, Gary E."
Iowa,9815,HUMBOLDT,5158,3099,"Romney, W. Mitt",1972,23,64,"Obama, Barack H.","Johnson, Gary E."
Iowa,7089,IDA,3663,2286,"Romney, W. Mitt",1321,14,42,"Obama, Barack H.","Johnson, Gary E."
Iowa,16355,IOWA,8866,4569,"Romney, W. Mitt",4144,52,101,"Obama, Barack H.","Johnson, Gary E."
Iowa,19848,JACKSON,10242,4177,"Romney, W. Mitt",5907,67,91,"Obama, Barack H.","Johnson, Gary E."
Iowa,36842,JASPER,19515,8877,"Romney, W. Mitt",10257,149,232,"Obama, Barack H.","Johnson, Gary E."
Iowa,16843,JEFFERSON,8530,3436,"Romney, W. Mitt",4798,126,170,"Obama, Barack H.","Johnson, Gary E."
Iowa,130882,JOHNSON,75977,23698,"Romney, W. Mitt",50666,846,767,"Obama, Barack H.","Johnson, Gary E."
Iowa,20638,JONES,10449,4721,"Romney, W. Mitt",5534,83,111,"Obama, Barack H.","Johnson, Gary E."
Iowa,10511,KEOKUK,5266,2843,"Romney, W. Mitt",2303,36,84,"Obama, Barack H.","Johnson, Gary E."
Iowa,15543,KOSSUTH,8923,4937,"Romney, W. Mitt",3850,43,93,"Obama, Barack H.","Johnson, Gary E."
Iowa,35862,LEE,18911,7785,"Romney, W. Mitt",10714,161,251,"Obama, Barack H.","Johnson, Gary E."
Iowa,211226,LINN,118453,47622,"Romney, W. Mitt",68581,1230,1020,"Obama, Barack H.","Johnson, Gary E."
Iowa,11387,LOUISA,4968,2420,"Romney, W. Mitt",2452,20,76,"Obama, Barack H.","Johnson, Gary E."
Iowa,8898,LUCAS,4323,2254,"Romney, W. Mitt",1987,20,62,"Obama, Barack H.","Johnson, Gary E."
Iowa,11581,LYON,6509,4978,"Romney, W. Mitt",1423,39,69,"Obama, Barack H.","Johnson, Gary E."
Iowa,15679,MADISON,8458,4638,"Romney, W. Mitt",3630,90,100,"Obama, Barack H.","Johnson, Gary E."
Iowa,22381,MAHASKA,10883,6448,"Romney, W. Mitt",4213,82,140,"Obama, Barack H.","Johnson, Gary E."
Iowa,33309,MARION,17687,9828,"Romney, W. Mitt",7507,149,203,"Obama, Barack H.","Johnson, Gary E."
Iowa,40648,MARSHALL,19064,8472,"Romney, W. Mitt",10257,116,219,"Obama, Barack H.","Johnson, Gary E."
Iowa,15059,MILLS,7212,4216,"Romney, W. Mitt",2848,68,80,"Obama, Barack H.","Johnson, Gary E."
Iowa,10776,MITCHELL,5586,2643,"Romney, W. Mitt",2831,40,72,"Obama, Barack H.","Johnson, Gary E."
Iowa,9243,MONONA,4742,2557,"Romney, W. Mitt",2101,29,55,"Obama, Barack H.","Johnson, Gary E."
Iowa,7970,MONROE,3830,2026,"Romney, W. Mitt",1731,22,51,"Obama, Barack H.","Johnson, Gary E."
Iowa,10740,MONTGOMERY,5025,3001,"Romney, W. Mitt",1922,42,60,"Obama, Barack H.","Johnson, Gary E."
Iowa,42745,MUSCATINE,19865,8168,"Romney, W. Mitt",11323,177,197,"Obama, Barack H.","Johnson, Gary E."
Iowa,14398,O'BRIEN,7341,5266,"Romney, W. Mitt",1969,33,73,"Obama, Barack H.","Johnson, Gary E."
Iowa,6462,OSCEOLA,3194,2230,"Romney, W. Mitt",912,16,36,"Obama, Barack H.","Johnson, Gary E."
Iowa,15932,PAGE,7079,4348,"Romney, W. Mitt",2613,43,75,"Obama, Barack H.","Johnson, Gary E."
Iowa,9421,PALO ALTO,4887,2660,"Romney, W. Mitt",2139,28,60,"Obama, Barack H.","Johnson, Gary E."
Iowa,24986,PLYMOUTH,12950,8597,"Romney, W. Mitt",4164,89,100,"Obama, Barack H.","Johnson, Gary E."
Iowa,7310,POCAHONTAS,4032,2396,"Romney, W. Mitt",1523,47,66,"Obama, Barack H.","Johnson, Gary E."
Iowa,430640,POLK,228882,96096,"Romney, W. Mitt",128465,2183,2138,"Obama, Barack H.","Johnson, Gary E."
Iowa,93158,POTTAWATTAMIE,42301,21860,"Romney, W. Mitt",19644,328,469,"Obama, Barack H.","Johnson, Gary E."
Iowa,18914,POWESHIEK,9975,4424,"Romney, W. Mitt",5357,79,115,"Obama, Barack H.","Johnson, Gary E."
Iowa,5131,RINGGOLD,2599,1368,"Romney, W. Mitt",1186,12,33,"Obama, Barack H.","Johnson, Gary E."
Iowa,10350,SAC,5291,3094,"Romney, W. Mitt",2122,26,49,"Obama, Barack H.","Johnson, Gary E."
Iowa,165224,SCOTT,90263,38251,"Romney, W. Mitt",50652,702,658,"Obama, Barack H.","Johnson, Gary E."
Iowa,12167,SHELBY,6483,3911,"Romney, W. Mitt",2469,56,47,"Obama, Barack H.","Johnson, Gary E."
Iowa,33704,SIOUX,17308,14407,"Romney, W. Mitt",2700,76,125,"Obama, Barack H.","Johnson, Gary E."
Iowa,89542,STORY,47150,19668,"Romney, W. Mitt",26192,727,563,"Obama, Barack H.","Johnson, Gary E."
Iowa,17767,TAMA,9017,4098,"Romney, W. Mitt",4768,45,106,"Obama, Barack H.","Johnson, Gary E."
Iowa,6317,TAYLOR,2995,1683,"Romney, W. Mitt",1262,19,31,"Obama, Barack H.","Johnson, Gary E."
Iowa,12534,UNION,5957,2813,"Romney, W. Mitt",3043,37,64,"Obama, Barack H.","Johnson, Gary E."
Iowa,7570,VAN BUREN,3569,2064,"Romney, W. Mitt",1402,35,68,"Obama, Barack H.","Johnson, Gary E."
Iowa,35625,WAPELLO,15770,6789,"Romney, W. Mitt",8663,110,208,"Obama, Barack H.","Johnson, Gary E."
Iowa,46225,WARREN,26072,13052,"Romney, W. Mitt",12551,188,281,"Obama, Barack H.","Johnson, Gary E."
Iowa,21704,WASHINGTON,11004,5562,"Romney, W. Mitt",5115,103,224,"Obama, Barack H.","Johnson, Gary E."
Iowa,6403,WAYNE,2900,1583,"Romney, W. Mitt",1251,21,45,"Obama, Barack H.","Johnson, Gary E."
Iowa,38013,WEBSTER,18292,8469,"Romney, W. Mitt",9537,92,194,"Obama, Barack H.","Johnson, Gary E."
Iowa,10866,WINNEBAGO,5918,2906,"Romney, W. Mitt",2903,37,72,"Obama, Barack H.","Johnson, Gary E."
Iowa,21056,WINNESHIEK,11084,4622,"Romney, W. Mitt",6256,87,119,"Obama, Barack H.","Johnson, Gary E."
Iowa,102172,WOODBURY,45019,21841,"Romney, W. Mitt",22302,334,542,"Obama, Barack H.","Johnson, Gary E."
Iowa,7598,WORTH,4172,1744,"Romney, W. Mitt",2350,28,50,"Obama, Barack H.","Johnson, Gary E."
Iowa,13229,WRIGHT,6278,3349,"Romney, W. Mitt",2836,37,56,"Obama, Barack H.","Johnson, Gary E."
Kansas,13371,ALLEN,5310,3316,"Romney, W. Mitt",1869,75,50,"Obama, Barack H.","Johnson, Gary E."
Kansas,8102,ANDERSON,3315,2276,"Romney, W. Mitt",944,74,21,"Obama, Barack H.","Johnson, Gary E."
Kansas,16924,ATCHISON,6674,3917,"Romney, W. Mitt",2567,148,42,"Obama, Barack H.","Johnson, Gary E."
Kansas,4861,BARBER,2314,1772,"Romney, W. Mitt",482,42,18,"Obama, Barack H.","Johnson, Gary E."
Kansas,27674,BARTON,10341,7874,"Romney, W. Mitt",2297,123,47,"Obama, Barack H.","Johnson, Gary E."
Kansas,15173,BOURBON,6254,4102,"Romney, W. Mitt",1996,110,46,"Obama, Barack H.","Johnson, Gary E."
Kansas,9984,BROWN,3993,2829,"Romney, W. Mitt",1076,64,24,"Obama, Barack H.","Johnson, Gary E."
Kansas,65880,BUTLER,26085,18157,"Romney, W. Mitt",7282,459,187,"Obama, Barack H.","Johnson, Gary E."
Kansas,2790,CHASE,1271,875,"Romney, W. Mitt",358,27,11,"Obama, Barack H.","Johnson, Gary E."
Kansas,3669,CHAUTAUQUA,1630,1304,"Romney, W. Mitt",280,34,12,"Obama, Barack H.","Johnson, Gary E."
Kansas,21603,CHEROKEE,8571,5456,"Romney, W. Mitt",2930,145,40,"Obama, Barack H.","Johnson, Gary E."
Kansas,2726,CHEYENNE,1426,1159,"Romney, W. Mitt",233,25,9,"Obama, Barack H.","Johnson, Gary E."
Kansas,2215,CLARK,1017,805,"Romney, W. Mitt",174,24,14,"Obama, Barack H.","Johnson, Gary E."
Kansas,8535,CLAY,3686,2788,"Romney, W. Mitt",834,45,19,"Obama, Barack H.","Johnson, Gary E."
Kansas,9533,CLOUD,4058,2954,"Romney, W. Mitt",974,106,24,"Obama, Barack H.","Johnson, Gary E."
Kansas,8601,COFFEY,3906,2903,"Romney, W. Mitt",898,81,24,"Obama, Barack H.","Johnson, Gary E."
Kansas,1891,COMANCHE,928,767,"Romney, W. Mitt",143,16,2,"Obama, Barack H.","Johnson, Gary E."
Kansas,36311,COWLEY,12710,8081,"Romney, W. Mitt",4319,225,85,"Obama, Barack H.","Johnson, Gary E."
Kansas,39134,CRAWFORD,14945,7708,"Romney, W. Mitt",6826,320,91,"Obama, Barack H.","Johnson, Gary E."
Kansas,2961,DECATUR,1532,1218,"Romney, W. Mitt",266,42,6,"Obama, Barack H.","Johnson, Gary E."
Kansas,19754,DICKINSON,8042,5832,"Romney, W. Mitt",2020,149,41,"Obama, Barack H.","Johnson, Gary E."
Kansas,7945,DONIPHAN,3403,2414,"Romney, W. Mitt",902,63,24,"Obama, Barack H.","Johnson, Gary E."
Kansas,110826,DOUGLAS,48145,17401,"Romney, W. Mitt",29267,1131,346,"Obama, Barack H.","Johnson, Gary E."
Kansas,3037,EDWARDS,1385,1059,"Romney, W. Mitt",298,20,8,"Obama, Barack H.","Johnson, Gary E."
Kansas,2882,ELK,1369,1049,"Romney, W. Mitt",281,32,7,"Obama, Barack H.","Johnson, Gary E."
Kansas,28452,ELLIS,11714,8399,"Romney, W. Mitt",3057,201,57,"Obama, Barack H.","Johnson, Gary E."
Kansas,6497,ELLSWORTH,2712,1930,"Romney, W. Mitt",702,60,20,"Obama, Barack H.","Johnson, Gary E."
Kansas,36776,FINNEY,9084,6219,"Romney, W. Mitt",2682,138,45,"Obama, Barack H.","Johnson, Gary E."
Kansas,33848,FORD,8362,5602,"Romney, W. Mitt",2600,117,43,"Obama, Barack H.","Johnson, Gary E."
Kansas,25992,FRANKLIN,10990,6984,"Romney, W. Mitt",3694,221,91,"Obama, Barack H.","Johnson, Gary E."
Kansas,34362,GEARY,7845,4372,"Romney, W. Mitt",3332,105,36,"Obama, Barack H.","Johnson, Gary E."
Kansas,2695,GOVE,1383,1168,"Romney, W. Mitt",176,23,16,"Obama, Barack H.","Johnson, Gary E."
Kansas,2597,GRAHAM,1340,1056,"Romney, W. Mitt",256,17,11,"Obama, Barack H.","Johnson, Gary E."
Kansas,7829,GRANT,2306,1811,"Romney, W. Mitt",456,25,14,"Obama, Barack H.","Johnson, Gary E."
Kansas,6006,GRAY,1958,1603,"Romney, W. Mitt",324,23,8,"Obama, Barack H.","Johnson, Gary E."
Kansas,1247,GREELEY,670,543,"Romney, W. Mitt",113,12,2,"Obama, Barack H.","Johnson, Gary E."
Kansas,6689,GREENWOOD,2123,1590,"Romney, W. Mitt",478,43,12,"Obama, Barack H.","Johnson, Gary E."
Kansas,2690,HAMILTON,877,693,"Romney, W. Mitt",163,17,4,"Obama, Barack H.","Johnson, Gary E."
Kansas,6034,HARPER,2389,1759,"Romney, W. Mitt",550,59,21,"Obama, Barack H.","Johnson, Gary E."
Kansas,34684,HARVEY,14294,8588,"Romney, W. Mitt",5373,235,98,"Obama, Barack H.","Johnson, Gary E."
Kansas,4256,HASKELL,1396,1159,"Romney, W. Mitt",215,18,4,"Obama, Barack H.","Johnson, Gary E."
Kansas,1916,HODGEMAN,1060,868,"Romney, W. Mitt",179,7,6,"Obama, Barack H.","Johnson, Gary E."
Kansas,13462,JACKSON,5561,3527,"Romney, W. Mitt",1901,106,27,"Obama, Barack H.","Johnson, Gary E."
Kansas,19126,JEFFERSON,8013,4827,"Romney, W. Mitt",2977,167,42,"Obama, Barack H.","Johnson, Gary E."
Kansas,3077,JEWELL,1497,1235,"Romney, W. Mitt",229,21,12,"Obama, Barack H.","Johnson, Gary E."
Kansas,544179,JOHNSON,274365,158401,"Romney, W. Mitt",110526,4590,848,"Obama, Barack H.","Johnson, Gary E."
Kansas,3977,KEARNY,1386,1097,"Romney, W. Mitt",268,16,5,"Obama, Barack H.","Johnson, Gary E."
Kansas,7858,KINGMAN,3231,2397,"Romney, W. Mitt",733,70,31,"Obama, Barack H.","Johnson, Gary E."
Kansas,2553,KIOWA,1144,976,"Romney, W. Mitt",163,1,4,"Obama, Barack H.","Johnson, Gary E."
Kansas,21607,LABETTE,8037,4742,"Romney, W. Mitt",3117,121,57,"Obama, Barack H.","Johnson, Gary E."
Kansas,1750,LANE,928,739,"Romney, W. Mitt",172,10,7,"Obama, Barack H.","Johnson, Gary E."
Kansas,76227,LEAVENWORTH,29085,17059,"Romney, W. Mitt",11357,494,175,"Obama, Barack H.","Johnson, Gary E."
Kansas,3241,LINCOLN,1483,1165,"Romney, W. Mitt",289,18,11,"Obama, Barack H.","Johnson, Gary E."
Kansas,9656,LINN,4467,3177,"Romney, W. Mitt",1170,77,43,"Obama, Barack H.","Johnson, Gary E."
Kansas,2756,LOGAN,1350,1126,"Romney, W. Mitt",197,15,12,"Obama, Barack H.","Johnson, Gary E."
Kansas,33690,LYON,11875,6470,"Romney, W. Mitt",5111,226,68,"Obama, Barack H.","Johnson, Gary E."
Kansas,12660,MARION,5409,3889,"Romney, W. Mitt",1385,80,55,"Obama, Barack H.","Johnson, Gary E."
Kansas,10117,MARSHALL,4773,3195,"Romney, W. Mitt",1469,80,29,"Obama, Barack H.","Johnson, Gary E."
Kansas,29180,MCPHERSON,12297,8545,"Romney, W. Mitt",3449,212,91,"Obama, Barack H.","Johnson, Gary E."
Kansas,4575,MEADE,1709,1428,"Romney, W. Mitt",258,18,5,"Obama, Barack H.","Johnson, Gary E."
Kansas,32787,MIAMI,14856,9858,"Romney, W. Mitt",4712,213,73,"Obama, Barack H.","Johnson, Gary E."
Kansas,6373,MITCHELL,2965,2327,"Romney, W. Mitt",584,16,38,"Obama, Barack H.","Johnson, Gary E."
Kansas,35471,MONTGOMERY,12417,8630,"Romney, W. Mitt",3501,200,86,"Obama, Barack H.","Johnson, Gary E."
Kansas,5923,MORRIS,2562,1773,"Romney, W. Mitt",718,51,20,"Obama, Barack H.","Johnson, Gary E."
Kansas,3233,MORTON,1278,1072,"Romney, W. Mitt",189,10,7,"Obama, Barack H.","Johnson, Gary E."
Kansas,10178,NEMAHA,5026,3930,"Romney, W. Mitt",1000,54,42,"Obama, Barack H.","Johnson, Gary E."
Kansas,16512,NEOSHO,6480,4272,"Romney, W. Mitt",2050,102,56,"Obama, Barack H.","Johnson, Gary E."
Kansas,3107,NESS,1444,1209,"Romney, W. Mitt",218,12,5,"Obama, Barack H.","Johnson, Gary E."
Kansas,5671,NORTON,2325,1878,"Romney, W. Mitt",398,35,14,"Obama, Barack H.","Johnson, Gary E."
Kansas,16295,OSAGE,6906,4427,"Romney, W. Mitt",2268,167,44,"Obama, Barack H.","Johnson, Gary E."
Kansas,3858,OSBORNE,1838,1479,"Romney, W. Mitt",324,21,14,"Obama, Barack H.","Johnson, Gary E."
Kansas,6091,OTTAWA,2933,2295,"Romney, W. Mitt",558,65,15,"Obama, Barack H.","Johnson, Gary E."
Kansas,6973,PAWNEE,2608,1836,"Romney, W. Mitt",718,40,14,"Obama, Barack H.","Johnson, Gary E."
Kansas,5642,PHILLIPS,2565,2135,"Romney, W. Mitt",382,36,12,"Obama, Barack H.","Johnson, Gary E."
Kansas,21604,POTTAWATOMIE,9479,6804,"Romney, W. Mitt",2335,193,147,"Obama, Barack H.","Johnson, Gary E."
Kansas,9656,PRATT,3801,2771,"Romney, W. Mitt",980,42,8,"Obama, Barack H.","Johnson, Gary E."
Kansas,2519,RAWLINS,1444,1223,"Romney, W. Mitt",190,27,4,"Obama, Barack H.","Johnson, Gary E."
Kansas,64511,RENO,24422,15718,"Romney, W. Mitt",8085,440,179,"Obama, Barack H.","Johnson, Gary E."
Kansas,4980,REPUBLIC,2686,2134,"Romney, W. Mitt",477,50,25,"Obama, Barack H.","Johnson, Gary E."
Kansas,10083,RICE,3681,2676,"Romney, W. Mitt",911,65,29,"Obama, Barack H.","Johnson, Gary E."
Kansas,71115,RILEY,21101,11507,"Romney, W. Mitt",8977,488,129,"Obama, Barack H.","Johnson, Gary E."
Kansas,5181,ROOKS,2460,2038,"Romney, W. Mitt",361,45,16,"Obama, Barack H.","Johnson, Gary E."
Kansas,3307,RUSH,1570,1166,"Romney, W. Mitt",367,31,6,"Obama, Barack H.","Johnson, Gary E."
Kansas,6970,RUSSELL,3200,2553,"Romney, W. Mitt",593,33,21,"Obama, Barack H.","Johnson, Gary E."
Kansas,55606,SALINE,21496,13840,"Romney, W. Mitt",7040,505,111,"Obama, Barack H.","Johnson, Gary E."
Kansas,4936,SCOTT,2052,1728,"Romney, W. Mitt",277,37,10,"Obama, Barack H.","Johnson, Gary E."
Kansas,498365,SEDGWICK,182895,106506,"Romney, W. Mitt",71977,3521,891,"Obama, Barack H.","Johnson, Gary E."
Kansas,22952,SEWARD,5176,3617,"Romney, W. Mitt",1490,55,14,"Obama, Barack H.","Johnson, Gary E."
Kansas,177934,SHAWNEE,76508,37782,"Romney, W. Mitt",36975,1369,382,"Obama, Barack H.","Johnson, Gary E."
Kansas,2556,SHERIDAN,1342,1154,"Romney, W. Mitt",168,17,3,"Obama, Barack H.","Johnson, Gary E."
Kansas,6010,SHERMAN,2623,1976,"Romney, W. Mitt",577,49,21,"Obama, Barack H.","Johnson, Gary E."
Kansas,3853,SMITH,2023,1624,"Romney, W. Mitt",358,26,15,"Obama, Barack H.","Johnson, Gary E."
Kansas,4437,STAFFORD,1839,1385,"Romney, W. Mitt",404,31,19,"Obama, Barack H.","Johnson, Gary E."
Kansas,2235,STANTON,759,605,"Romney, W. Mitt",143,6,5,"Obama, Barack H.","Johnson, Gary E."
Kansas,5724,STEVENS,2034,1749,"Romney, W. Mitt",252,23,10,"Obama, Barack H.","Johnson, Gary E."
Kansas,24132,SUMNER,9141,6260,"Romney, W. Mitt",2658,156,67,"Obama, Barack H.","Johnson, Gary E."
Kansas,7900,THOMAS,3474,2788,"Romney, W. Mitt",598,68,20,"Obama, Barack H.","Johnson, Gary E."
Kansas,3001,TREGO,1579,1261,"Romney, W. Mitt",291,19,8,"Obama, Barack H.","Johnson, Gary E."
Kansas,7053,WABAUNSEE,3267,2256,"Romney, W. Mitt",918,58,35,"Obama, Barack H.","Johnson, Gary E."
Kansas,1485,WALLACE,798,719,"Romney, W. Mitt",68,8,3,"Obama, Barack H.","Johnson, Gary E."
Kansas,5799,WASHINGTON,2889,2316,"Romney, W. Mitt",524,38,11,"Obama, Barack H.","Johnson, Gary E."
Kansas,2234,WICHITA,987,821,"Romney, W. Mitt",157,4,5,"Obama, Barack H.","Johnson, Gary E."
Kansas,9409,WILSON,7434,5650,"Romney, W. Mitt",1636,94,54,"Obama, Barack H.","Johnson, Gary E."
Kansas,3309,WOODSON,1447,1035,"Romney, W. Mitt",380,21,11,"Obama, Barack H.","Johnson, Gary E."
Kansas,157505,WYANDOTTE,50738,15496,"Romney, W. Mitt",34302,692,248,"Obama, Barack H.","Johnson, Gary E."
Kentucky,18656,ADAIR,7600,5841,"Romney, W. Mitt",1660,43,56,"Obama, Barack H.","Johnson, Gary E."
Kentucky,19956,ALLEN,7100,5184,"Romney, W. Mitt",1808,59,49,"Obama, Barack H.","Johnson, Gary E."
Kentucky,21421,ANDERSON,10320,6822,"Romney, W. Mitt",3315,97,86,"Obama, Barack H.","Johnson, Gary E."
Kentucky,8249,BALLARD,3895,2647,"Romney, W. Mitt",1189,23,36,"Obama, Barack H.","Johnson, Gary E."
Kentucky,42173,BARREN,16568,10922,"Romney, W. Mitt",5400,123,123,"Obama, Barack H.","Johnson, Gary E."
Kentucky,11591,BATH,4122,2275,"Romney, W. Mitt",1770,32,45,"Obama, Barack H.","Johnson, Gary E."
Kentucky,28691,BELL,9482,7127,"Romney, W. Mitt",2224,61,70,"Obama, Barack H.","Johnson, Gary E."
Kentucky,118811,BOONE,52511,35922,"Romney, W. Mitt",15629,669,291,"Obama, Barack H.","Johnson, Gary E."
Kentucky,19985,BOURBON,7923,4692,"Romney, W. Mitt",3075,62,94,"Obama, Barack H.","Johnson, Gary E."
Kentucky,49542,BOYD,19049,10884,"Romney, W. Mitt",7776,183,206,"Obama, Barack H.","Johnson, Gary E."
Kentucky,28432,BOYLE,12373,7703,"Romney, W. Mitt",4471,113,86,"Obama, Barack H.","Johnson, Gary E."
Kentucky,8488,BRACKEN,3232,2029,"Romney, W. Mitt",1147,24,32,"Obama, Barack H.","Johnson, Gary E."
Kentucky,13878,BREATHITT,5008,3318,"Romney, W. Mitt",1562,59,69,"Obama, Barack H.","Johnson, Gary E."
Kentucky,20059,BRECKINRIDGE,7969,5025,"Romney, W. Mitt",2825,50,69,"Obama, Barack H.","Johnson, Gary E."
Kentucky,74319,BULLITT,31779,21306,"Romney, W. Mitt",9971,307,195,"Obama, Barack H.","Johnson, Gary E."
Kentucky,12690,BUTLER,5060,3716,"Romney, W. Mitt",1293,30,21,"Obama, Barack H.","Johnson, Gary E."
Kentucky,12984,CALDWELL,5860,3904,"Romney, W. Mitt",1852,46,58,"Obama, Barack H.","Johnson, Gary E."
Kentucky,37191,CALLOWAY,15072,9440,"Romney, W. Mitt",5317,186,129,"Obama, Barack H.","Johnson, Gary E."
Kentucky,90336,CAMPBELL,40177,24240,"Romney, W. Mitt",15080,547,310,"Obama, Barack H.","Johnson, Gary E."
Kentucky,5104,CARLISLE,2619,1835,"Romney, W. Mitt",750,11,23,"Obama, Barack H.","Johnson, Gary E."
Kentucky,10811,CARROLL,3680,1999,"Romney, W. Mitt",1629,27,25,"Obama, Barack H.","Johnson, Gary E."
Kentucky,27720,CARTER,8908,5279,"Romney, W. Mitt",3383,115,131,"Obama, Barack H.","Johnson, Gary E."
Kentucky,15955,CASEY,6091,4904,"Romney, W. Mitt",1086,56,45,"Obama, Barack H.","Johnson, Gary E."
Kentucky,73955,CHRISTIAN,21955,13475,"Romney, W. Mitt",8252,124,104,"Obama, Barack H.","Johnson, Gary E."
Kentucky,35613,CLARK,15416,9931,"Romney, W. Mitt",5228,144,113,"Obama, Barack H.","Johnson, Gary E."
Kentucky,21730,CLAY,7383,6176,"Romney, W. Mitt",1111,42,54,"Obama, Barack H.","Johnson, Gary E."
Kentucky,10272,CLINTON,4393,3569,"Romney, W. Mitt",752,29,43,"Obama, Barack H.","Johnson, Gary E."
Kentucky,9315,CRITTENDEN,3854,2839,"Romney, W. Mitt",960,25,30,"Obama, Barack H.","Johnson, Gary E."
Kentucky,6856,CUMBERLAND,2854,2216,"Romney, W. Mitt",599,28,11,"Obama, Barack H.","Johnson, Gary E."
Kentucky,96656,DAVIESS,42087,25092,"Romney, W. Mitt",16208,440,347,"Obama, Barack H.","Johnson, Gary E."
Kentucky,12161,EDMONSON,4668,3232,"Romney, W. Mitt",1374,30,32,"Obama, Barack H.","Johnson, Gary E."
Kentucky,7852,ELLIOTT,2399,1126,"Romney, W. Mitt",1186,35,52,"Obama, Barack H.","Johnson, Gary E."
Kentucky,14672,ESTILL,5184,3749,"Romney, W. Mitt",1356,37,42,"Obama, Barack H.","Johnson, Gary E."
Kentucky,295803,FAYETTE,125866,60795,"Romney, W. Mitt",62080,1824,1167,"Obama, Barack H.","Johnson, Gary E."
Kentucky,14348,FLEMING,5782,3780,"Romney, W. Mitt",1911,34,57,"Obama, Barack H.","Johnson, Gary E."
Kentucky,39451,FLOYD,14890,9784,"Romney, W. Mitt",4733,210,163,"Obama, Barack H.","Johnson, Gary E."
Kentucky,49285,FRANKLIN,23337,11345,"Romney, W. Mitt",11535,226,231,"Obama, Barack H.","Johnson, Gary E."
Kentucky,6813,FULTON,2481,1425,"Romney, W. Mitt",1022,17,17,"Obama, Barack H.","Johnson, Gary E."
Kentucky,8589,GALLATIN,3061,1758,"Romney, W. Mitt",1238,27,38,"Obama, Barack H.","Johnson, Gary E."
Kentucky,16912,GARRARD,7077,5310,"Romney, W. Mitt",1661,66,40,"Obama, Barack H.","Johnson, Gary E."
Kentucky,24662,GRANT,8608,5664,"Romney, W. Mitt",2810,64,70,"Obama, Barack H.","Johnson, Gary E."
